pickupArea,Percentage
1,1.82
2,0.61
3,1.3
4,0.65
5,0.16
6,2.4
7,0.93
8,13.14
9,0.0
10,0.16
11,0.05
12,0.02
13,0.0
14,0.05
15,0.07
16,0.07
17,0.02
18,0.33
19,0.12
20,0.05
21,0.14
22,0.26
23,0.77
24,0.79
25,0.49
26,0.37
27,0.23
28,15.16
29,1.07
30,0.23
31,0.3
32,13.79
33,6.08
34,1.35
35,1.65
36,0.51
37,0.16
38,1.75
39,1.07
40,0.23
41,4.66
42,1.79
43,3.4
44,1.42
45,1.05
46,4.38
47,0.65
48,1.68
49,0.61
50,0.49
51,1.09
52,0.51
53,0.33
54,0.05
55,0.23
56,1.79
57,0.33
58,0.0
59,0.05
60,0.07
61,0.37
62,0.02
63,0.09
64,0.09
65,0.12
66,0.26
67,0.19
68,0.4
69,0.75
70,0.42
71,0.33
72,0.07
73,0.47
74,0.07
75,0.89
76,2.03
77,0.51
