dropArea,Percentage
1,0.16
2,0.0
3,1.88
4,0.16
5,0.0
6,0.78
7,0.94
8,2.03
9,0.16
10,0.16
11,0.0
12,0.0
13,0.0
14,0.16
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.16
22,2.66
23,0.47
24,0.63
25,1.1
26,0.94
27,0.94
28,13.93
29,0.63
30,0.63
31,3.6
32,12.68
33,5.95
34,4.69
35,1.56
36,0.47
37,2.35
38,0.78
39,0.63
40,0.31
41,0.78
42,0.78
43,0.63
44,2.82
45,0.31
46,0.31
47,0.31
48,0.63
49,4.38
50,1.88
51,5.63
52,0.0
53,1.41
54,3.13
55,0.16
56,0.16
57,0.0
58,0.16
59,0.0
60,1.1
61,0.16
62,0.0
63,0.0
64,0.16
65,0.16
66,0.31
67,0.78
68,2.82
69,3.76
70,0.31
71,1.56
72,0.47
73,1.88
74,0.0
75,0.63
76,0.47
77,0.47
