pickupArea,Percentage
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,1.72
7,1.72
8,18.97
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,1.72
25,0.0
26,0.0
27,0.0
28,8.62
29,0.0
30,0.0
31,0.0
32,5.17
33,1.72
34,1.72
35,0.0
36,0.0
37,0.0
38,5.17
39,3.45
40,0.0
41,1.72
42,0.0
43,8.62
44,0.0
45,1.72
46,0.0
47,0.0
48,3.45
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,10.34
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,6.9
70,1.72
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,13.79
77,0.0
78,1.72
