dropArea,Percentage
1,0.14
2,0.11
3,0.83
4,0.21
5,0.31
6,3.33
7,5.25
8,34.92
9,0.01
10,0.03
11,0.0
12,0.03
13,0.02
14,0.07
15,0.04
16,0.14
17,0.02
18,0.0
19,0.02
20,0.03
21,0.14
22,0.66
23,0.05
24,3.25
25,0.04
26,0.01
27,0.05
28,13.28
29,0.02
30,0.03
31,0.15
32,27.14
33,2.83
34,0.16
35,0.12
36,0.0
37,0.01
38,0.03
39,0.06
40,0.02
41,0.31
42,0.04
43,0.03
44,0.02
45,0.0
46,0.0
47,0.0
48,0.01
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.99
57,0.0
58,0.01
59,0.03
60,0.09
61,0.0
62,0.0
63,0.0
64,0.03
65,0.0
66,0.01
67,0.0
68,0.0
69,0.02
70,0.0
71,0.0
72,0.01
73,0.0
74,0.0
75,0.0
76,3.0
77,0.53
78,1.28
