dropArea,Percentage
1,0.14
2,0.0
3,1.65
4,0.14
5,0.0
6,0.69
7,0.83
8,1.79
9,0.14
10,0.14
11,0.0
12,0.0
13,0.0
14,0.14
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.14
22,2.34
23,0.41
24,0.55
25,0.96
26,0.83
27,0.83
28,12.26
29,0.55
30,0.55
31,3.17
32,11.16
33,5.23
34,4.13
35,1.38
36,0.41
37,2.07
38,0.69
39,0.55
40,0.28
41,0.69
42,0.69
43,0.55
44,2.48
45,0.28
46,0.28
47,0.28
48,0.55
49,3.86
50,1.65
51,4.96
52,0.0
53,1.24
54,2.75
55,0.14
56,0.14
57,0.0
58,0.14
59,0.0
60,0.96
61,0.14
62,0.0
63,0.0
64,0.14
65,0.14
66,0.28
67,0.69
68,2.48
69,3.31
70,0.28
71,1.38
72,0.41
73,1.65
74,0.0
75,0.55
76,0.41
77,0.41
78,11.98
