pickupArea,Percentage
1,0.31
2,0.14
3,1.68
4,0.34
5,0.06
6,1.31
7,0.46
8,10.02
9,0.0
10,0.0
11,0.0
12,0.03
13,0.26
14,0.03
15,0.03
16,0.03
17,0.03
18,0.0
19,0.0
20,0.0
21,0.03
22,0.11
23,0.77
24,0.48
25,1.34
26,0.31
27,0.74
28,17.93
29,2.59
30,0.14
31,0.11
32,13.55
33,2.02
34,0.68
35,5.04
36,0.43
37,0.68
38,1.71
39,1.25
40,0.28
41,1.74
42,1.02
43,1.25
44,1.48
45,0.6
46,0.48
47,0.34
48,0.51
49,1.42
50,0.88
51,0.28
52,0.03
53,3.93
54,0.26
55,0.09
56,1.59
57,0.06
58,0.11
59,0.0
60,0.06
61,0.83
62,0.0
63,0.06
64,0.06
65,0.71
66,0.26
67,0.17
68,1.11
69,1.96
70,0.48
71,1.31
72,0.4
73,1.48
74,0.14
75,1.51
76,1.31
77,0.43
78,6.72
