pickupArea,Percentage
1,0.6
2,0.48
3,0.87
4,0.19
5,0.08
6,0.95
7,0.81
8,9.83
9,0.0
10,0.12
11,0.0
12,0.0
13,0.0
14,0.04
15,0.04
16,0.17
17,0.04
18,0.0
19,0.12
20,0.14
21,0.12
22,0.12
23,0.62
24,0.7
25,1.16
26,0.37
27,0.31
28,14.39
29,1.35
30,0.12
31,0.43
32,14.39
33,3.68
34,0.89
35,1.86
36,1.78
37,0.83
38,3.27
39,1.84
40,1.12
41,2.4
42,0.93
43,1.22
44,2.13
45,0.35
46,0.89
47,0.58
48,1.24
49,2.34
50,0.39
51,0.46
52,0.21
53,1.47
54,0.25
55,0.08
56,3.35
57,0.06
58,0.12
59,0.1
60,0.21
61,0.37
62,0.1
63,0.17
64,0.0
65,0.27
66,0.46
67,0.37
68,0.89
69,1.53
70,0.99
71,1.55
72,0.85
73,4.45
74,0.17
75,2.3
76,2.07
77,0.81
