dropArea,Percentage
1,0.53
2,0.44
3,1.06
4,1.28
5,2.13
6,6.33
7,7.79
8,14.7
9,0.04
10,0.18
11,0.8
12,0.04
13,0.09
14,0.62
15,0.66
16,1.59
17,0.09
18,0.0
19,0.62
20,0.53
21,2.61
22,22.72
23,1.46
24,13.99
25,0.04
26,0.04
27,0.04
28,5.14
29,0.04
30,0.04
31,0.27
32,4.87
33,0.58
34,0.09
35,0.0
36,0.0
37,0.0
38,0.0
39,0.04
40,0.0
41,0.13
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.31
57,0.0
58,0.0
59,0.04
60,0.13
61,0.09
62,0.04
63,0.0
64,0.0
65,0.0
66,0.0
67,0.04
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,4.34
77,0.97
78,2.35
