dropArea,Percentage
1,0.41
2,1.5
3,1.74
4,1.68
5,0.77
6,4.36
7,1.2
8,4.74
9,0.15
10,2.92
11,5.65
12,0.86
13,0.53
14,2.48
15,20.28
16,7.04
17,2.77
18,0.56
19,4.81
20,0.9
21,2.27
22,2.15
23,0.93
24,2.33
25,1.27
26,0.08
27,0.09
28,2.82
29,0.16
30,0.09
31,0.08
32,3.13
33,0.32
34,0.12
35,0.05
36,0.04
37,0.03
38,0.03
39,0.03
40,0.01
41,0.08
42,0.03
43,0.12
44,0.02
45,0.01
46,0.02
47,0.01
48,0.01
49,0.04
50,0.01
51,0.02
52,0.01
53,0.01
54,0.0
55,0.0
56,0.35
57,0.02
58,0.02
59,0.02
60,0.02
61,0.07
62,0.02
63,0.01
64,0.0
65,0.01
66,0.02
67,0.0
68,0.15
69,0.05
70,0.02
71,0.02
72,0.0
73,0.02
74,0.02
75,0.01
76,8.83
77,0.73
78,7.79
