dropArea,Percentage
1,0.27
2,0.13
3,0.71
4,0.1
5,0.07
6,0.93
7,0.66
8,11.21
9,0.0
10,0.05
11,0.06
12,0.01
13,0.03
14,0.02
15,0.06
16,0.14
17,0.01
18,0.02
19,0.02
20,0.01
21,0.08
22,0.12
23,0.06
24,0.34
25,0.35
26,0.18
27,0.25
28,10.9
29,0.14
30,0.09
31,0.14
32,11.6
33,4.21
34,0.36
35,3.12
36,1.31
37,0.47
38,5.39
39,6.82
40,1.65
41,12.8
42,2.85
43,1.57
44,1.29
45,0.38
46,0.33
47,0.1
48,0.38
49,0.7
50,0.19
51,0.12
52,0.05
53,0.32
54,0.05
55,0.01
56,3.47
57,0.07
58,0.09
59,0.02
60,0.19
61,0.68
62,0.03
63,0.07
64,0.09
65,0.05
66,0.24
67,0.58
68,0.95
69,1.26
70,0.16
71,0.36
72,0.35
73,0.64
74,0.01
75,0.65
76,3.62
77,0.79
78,2.39
