dropArea,Percentage
1,0.82
2,1.64
3,1.64
4,0.0
5,0.0
6,3.28
7,2.46
8,14.75
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.82
16,0.82
17,0.0
18,0.82
19,0.82
20,0.0
21,0.0
22,2.46
23,1.64
24,4.1
25,6.56
26,0.82
27,5.74
28,17.21
29,2.46
30,0.82
31,0.0
32,24.59
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,2.46
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.82
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,1.64
77,0.82
