dropArea,Percentage
1,0.8
2,0.65
3,1.34
4,0.17
5,0.09
6,0.74
7,0.57
8,4.92
9,0.0
10,0.11
11,0.14
12,0.06
13,0.0
14,0.2
15,0.09
16,0.51
17,0.09
18,0.11
19,0.03
20,0.03
21,0.26
22,0.28
23,1.25
24,1.42
25,1.51
26,1.08
27,1.11
28,7.32
29,1.39
30,0.54
31,1.17
32,5.27
33,3.07
34,2.05
35,1.37
36,0.57
37,1.51
38,1.31
39,1.54
40,1.42
41,2.39
42,3.19
43,1.11
44,3.81
45,0.57
46,0.48
47,0.26
48,0.37
49,2.42
50,1.25
51,1.02
52,0.0
53,1.11
54,0.77
55,0.09
56,1.08
57,0.03
58,0.06
59,0.11
60,0.4
61,1.45
62,0.09
63,0.26
64,0.14
65,0.2
66,0.77
67,1.71
68,5.66
69,3.67
70,1.62
71,1.76
72,0.2
73,1.22
74,0.0
75,0.68
76,1.31
77,0.74
78,11.9
