dropArea,Percentage
1,0.0
2,0.11
3,0.52
4,0.16
5,0.25
6,1.67
7,2.8
8,29.3
9,0.0
10,0.03
11,0.08
12,0.0
13,0.0
14,0.08
15,0.05
16,0.08
17,0.0
18,0.0
19,0.0
20,0.03
21,0.08
22,0.74
23,0.0
24,2.44
25,0.03
26,0.0
27,0.0
28,18.79
29,0.0
30,0.11
31,0.27
32,27.76
33,4.25
34,0.3
35,0.16
36,0.03
37,0.0
38,0.08
39,0.05
40,0.03
41,0.25
42,0.0
43,0.03
44,0.0
45,0.0
46,0.03
47,0.0
48,0.0
49,0.03
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,1.62
57,0.0
58,0.0
59,0.03
60,0.16
61,0.03
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.03
69,0.03
70,0.0
71,0.0
72,0.03
73,0.0
74,0.0
75,0.0
76,7.27
77,0.16
