dropArea,Percentage
1,0.31
2,0.1
3,0.86
4,0.13
5,0.05
6,0.83
7,0.39
8,4.29
9,0.03
10,0.1
11,0.08
12,0.03
13,0.18
14,0.05
15,0.03
16,0.21
17,0.03
18,0.03
19,0.03
20,0.03
21,0.13
22,0.34
23,0.49
24,0.91
25,1.28
26,0.47
27,1.61
28,13.04
29,1.69
30,0.88
31,2.52
32,5.13
33,3.33
34,4.37
35,1.9
36,0.29
37,2.94
38,2.03
39,0.6
40,0.73
41,0.96
42,1.46
43,1.09
44,3.41
45,0.26
46,0.36
47,0.18
48,0.52
49,3.98
50,0.94
51,0.91
52,0.03
53,3.59
54,0.31
55,0.0
56,1.22
57,0.0
58,0.08
59,0.1
60,0.49
61,0.44
62,0.05
63,0.03
64,0.18
65,0.62
66,0.36
67,0.55
68,3.04
69,3.46
70,0.94
71,1.33
72,0.49
73,1.85
74,0.26
75,3.43
76,0.39
77,0.42
78,9.78
