dropArea,Percentage
1,0.19
2,0.32
3,1.96
4,0.19
5,0.06
6,0.76
7,0.76
8,6.4
9,0.0
10,0.0
11,0.13
12,0.06
13,0.06
14,0.06
15,0.0
16,0.25
17,0.25
18,0.0
19,0.0
20,0.0
21,0.19
22,0.25
23,0.32
24,0.82
25,0.82
26,0.38
27,0.63
28,9.75
29,0.7
30,0.25
31,0.51
32,5.38
33,4.43
34,3.61
35,6.78
36,0.57
37,5.57
38,2.72
39,1.65
40,2.03
41,4.94
42,0.7
43,1.14
44,4.12
45,0.51
46,0.44
47,0.19
48,0.32
49,2.15
50,1.65
51,1.2
52,0.13
53,1.52
54,0.57
55,0.06
56,2.03
57,0.06
58,0.13
59,0.32
60,0.25
61,2.53
62,0.0
63,0.32
64,0.0
65,0.25
66,0.76
67,0.89
68,4.5
69,3.48
70,0.7
71,1.01
72,0.13
73,2.53
74,0.0
75,0.7
76,0.76
77,0.19
