dropArea,Percentage
1,0.32
2,0.05
3,0.32
4,0.05
5,0.0
6,0.05
7,0.37
8,4.47
9,0.0
10,0.05
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.11
17,0.0
18,0.0
19,0.05
20,0.0
21,0.0
22,0.27
23,0.05
24,0.69
25,0.21
26,0.16
27,0.16
28,7.23
29,0.05
30,0.27
31,0.85
32,3.03
33,1.7
34,1.75
35,0.27
36,0.05
37,1.17
38,0.53
39,0.69
40,0.27
41,1.01
42,0.43
43,1.33
44,4.36
45,2.76
46,1.49
47,1.44
48,1.81
49,2.66
50,0.85
51,2.23
52,0.0
53,0.64
54,0.74
55,0.21
56,0.32
57,0.16
58,0.0
59,0.05
60,0.16
61,0.21
62,0.0
63,0.05
64,0.0
65,0.05
66,0.05
67,0.11
68,0.96
69,0.74
70,1.01
71,4.89
72,0.21
73,1.49
74,0.16
75,1.49
76,0.16
77,0.32
78,40.19
