pickupArea,Percentage
1,1.73
2,3.54
3,4.92
4,6.22
5,1.73
6,5.08
7,1.64
8,13.66
9,0.01
10,0.21
11,2.4
12,0.31
13,1.84
14,9.76
15,0.89
16,8.73
17,0.14
18,0.03
19,0.56
20,0.19
21,1.58
22,1.16
23,0.2
24,1.9
25,0.16
26,0.02
27,0.03
28,4.07
29,0.16
30,0.01
31,0.06
32,8.66
33,0.43
34,0.04
35,0.01
36,0.0
37,0.0
38,0.02
39,0.01
40,0.0
41,0.06
42,0.01
43,0.01
44,0.01
45,0.0
46,0.01
47,0.0
48,0.01
49,0.02
50,0.0
51,0.0
52,0.0
53,0.01
54,0.0
55,0.0
56,1.07
57,0.01
58,0.01
59,0.01
60,0.01
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.02
68,0.02
69,0.0
70,0.0
71,0.01
72,0.0
73,0.01
74,0.0
75,0.01
76,14.57
77,1.99
