dropArea,Percentage
1,0.78
2,0.61
3,1.71
4,1.44
5,2.27
6,7.06
7,8.29
8,13.12
9,0.03
10,0.21
11,0.31
12,0.16
13,0.16
14,1.14
15,1.12
16,2.67
17,0.23
18,0.1
19,1.99
20,1.35
21,3.79
22,14.27
23,2.66
24,14.25
25,0.62
26,0.1
27,0.59
28,5.22
29,0.11
30,0.18
31,0.5
32,4.31
33,0.62
34,0.13
35,0.1
36,0.02
37,0.06
38,0.06
39,0.07
40,0.03
41,0.12
42,0.11
43,0.05
44,0.07
45,0.01
46,0.03
47,0.01
48,0.01
49,0.07
50,0.01
51,0.02
52,0.0
53,0.01
54,0.06
55,0.0
56,0.75
57,0.02
58,0.06
59,0.09
60,0.17
61,0.08
62,0.02
63,0.02
64,0.01
65,0.01
66,0.02
67,0.05
68,0.05
69,0.08
70,0.02
71,0.1
72,0.01
73,0.02
74,0.01
75,0.04
76,4.57
77,0.77
