dropArea,Percentage
1,0.11
2,0.11
3,3.06
4,0.42
5,0.42
6,1.26
7,0.95
8,10.54
9,0.11
10,0.11
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.11
17,0.32
18,0.11
19,0.53
20,0.11
21,0.21
22,0.53
23,0.32
24,1.48
25,0.32
26,0.21
27,0.0
28,6.53
29,1.16
30,0.84
31,2.85
32,10.22
33,3.48
34,0.74
35,0.0
36,0.21
37,0.21
38,0.63
39,0.32
40,0.42
41,1.26
42,0.32
43,0.21
44,0.53
45,0.32
46,0.42
47,0.11
48,0.53
49,0.11
50,0.11
51,0.21
52,0.0
53,0.21
54,0.32
55,0.84
56,13.91
57,1.37
58,0.74
59,0.53
60,1.26
61,0.0
62,0.11
63,0.21
64,6.95
65,0.63
66,0.74
67,0.63
68,0.11
69,0.42
70,0.74
71,0.84
72,0.32
73,0.0
74,0.32
75,0.53
76,1.48
77,0.74
78,13.07
