pickupArea,Percentage
1,0.23
2,0.29
3,0.9
4,0.25
5,0.67
6,3.23
7,2.44
8,30.34
9,0.01
10,1.39
11,1.06
12,0.12
13,0.09
14,0.18
15,0.43
16,0.82
17,0.11
18,0.01
19,0.01
20,0.05
21,0.68
22,1.06
23,0.03
24,1.74
25,0.05
26,0.02
27,0.16
28,4.5
29,0.0
30,0.01
31,0.02
32,25.75
33,3.49
34,0.12
35,0.07
36,0.01
37,0.01
38,0.03
39,0.25
40,0.01
41,0.53
42,0.04
43,0.02
44,0.01
45,0.01
46,0.01
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.01
54,0.0
55,0.0
56,0.97
57,0.0
58,0.02
59,0.02
60,0.05
61,0.01
62,0.0
63,0.0
64,0.01
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.01
71,0.0
72,0.01
73,0.01
74,0.0
75,0.0
76,12.03
77,0.66
78,4.97
