dropArea,Percentage
1,0.47
2,0.51
3,1.11
4,0.96
5,1.52
6,4.31
7,4.13
8,23.64
9,0.14
10,0.76
11,1.64
12,0.31
13,0.2
14,0.36
15,0.38
16,0.76
17,0.16
18,0.02
19,0.1
20,0.03
21,0.45
22,1.73
23,0.08
24,2.97
25,0.07
26,0.01
27,0.03
28,5.43
29,0.01
30,0.02
31,0.12
32,15.62
33,2.39
34,0.26
35,0.09
36,0.02
37,0.0
38,0.04
39,0.18
40,0.01
41,0.5
42,0.04
43,0.02
44,0.01
45,0.01
46,0.01
47,0.0
48,0.0
49,0.01
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.25
57,0.01
58,0.01
59,0.01
60,0.09
61,0.02
62,0.01
63,0.0
64,0.02
65,0.01
66,0.0
67,0.01
68,0.01
69,0.01
70,0.01
71,0.0
72,0.02
73,0.0
74,0.01
75,0.01
76,6.86
77,1.04
78,19.97
