dropArea,Percentage
1,0.68
2,0.33
3,2.74
4,0.23
5,0.09
6,2.58
7,1.17
8,5.85
9,0.0
10,0.03
11,0.09
12,0.03
13,0.12
14,0.14
15,0.02
16,0.23
17,0.02
18,0.03
19,0.09
20,0.02
21,0.23
22,0.49
23,0.49
24,1.83
25,2.23
26,0.37
27,0.98
28,14.98
29,0.42
30,0.56
31,2.99
32,6.97
33,3.86
34,5.24
35,1.36
36,0.19
37,2.16
38,0.7
39,1.13
40,0.84
41,1.64
42,1.5
43,0.94
44,3.28
45,0.37
46,0.45
47,0.23
48,0.7
49,6.77
50,2.06
51,2.11
52,0.03
53,0.87
54,0.37
55,0.23
56,0.86
57,0.03
58,0.12
59,0.12
60,0.63
61,0.3
62,0.24
63,0.14
64,0.03
65,0.17
66,0.31
67,0.47
68,1.97
69,3.12
70,1.0
71,0.51
72,0.98
73,1.97
74,0.17
75,1.54
76,0.45
77,0.79
