pickupArea,Percentage
1,0.57
2,0.33
3,0.63
4,0.15
5,0.18
6,2.33
7,0.63
8,20.83
9,0.0
10,0.06
11,0.09
12,0.0
13,0.03
14,0.15
15,0.09
16,0.24
17,0.06
18,0.03
19,0.24
20,0.18
21,0.48
22,0.66
23,0.48
24,2.21
25,0.96
26,0.33
27,0.21
28,13.55
29,1.29
30,1.65
31,2.06
32,12.51
33,2.51
34,1.02
35,0.39
36,0.12
37,0.06
38,0.39
39,0.36
40,0.42
41,0.48
42,0.27
43,0.09
44,0.09
45,0.03
46,0.03
47,0.0
48,0.0
49,0.21
50,0.0
51,0.0
52,0.0
53,0.09
54,0.03
55,0.03
56,11.61
57,0.78
58,3.08
59,4.28
60,0.57
61,0.54
62,0.36
63,0.48
64,0.21
65,0.33
66,0.33
67,0.24
68,0.06
69,0.12
70,0.6
71,0.09
72,0.03
73,0.0
74,0.09
75,0.12
76,6.01
77,0.27
