pickupArea,Percentage
1,0.06
2,0.06
3,0.29
4,0.06
5,0.06
6,0.81
7,0.87
8,6.61
9,0.0
10,0.0
11,0.06
12,0.0
13,0.0
14,0.0
15,0.06
16,0.06
17,0.0
18,0.12
19,0.12
20,0.0
21,0.06
22,0.23
23,0.35
24,1.28
25,0.93
26,0.52
27,0.17
28,6.03
29,1.68
30,0.64
31,1.22
32,10.32
33,4.99
34,0.46
35,0.29
36,0.06
37,0.06
38,0.46
39,0.0
40,0.0
41,0.12
42,0.23
43,0.12
44,0.06
45,0.0
46,0.17
47,0.06
48,0.06
49,0.41
50,0.0
51,0.17
52,0.0
53,0.23
54,0.0
55,0.0
56,2.03
57,0.41
58,2.78
59,41.28
60,0.7
61,0.41
62,0.12
63,0.06
64,0.23
65,0.35
66,0.23
67,0.35
68,0.17
69,0.06
70,0.81
71,0.58
72,0.06
73,0.41
74,0.06
75,0.17
76,2.03
77,0.23
78,5.91
