pickupArea,Percentage
1,0.15
2,0.21
3,0.47
4,0.07
5,0.05
6,1.03
7,0.63
8,14.91
9,0.0
10,0.02
11,0.03
12,0.01
13,0.02
14,0.04
15,0.02
16,0.04
17,0.02
18,0.01
19,0.04
20,0.03
21,0.03
22,0.11
23,0.11
24,0.37
25,0.16
26,0.07
27,0.31
28,11.13
29,0.15
30,0.05
31,0.15
32,26.79
33,14.81
34,0.9
35,6.78
36,0.84
37,0.31
38,2.54
39,1.26
40,0.26
41,1.82
42,0.62
43,0.88
44,0.47
45,0.1
46,0.24
47,0.01
48,0.19
49,0.23
50,0.08
51,0.15
52,0.04
53,0.21
54,0.03
55,0.01
56,2.58
57,0.02
58,0.04
59,0.37
60,0.42
61,0.23
62,0.03
63,0.01
64,0.0
65,0.02
66,0.06
67,0.09
68,0.14
69,0.37
70,0.08
71,0.2
72,0.04
73,0.46
74,0.0
75,0.15
76,4.44
77,0.27
