dropArea,Percentage
1,0.1
2,0.02
3,0.32
4,0.17
5,0.46
6,2.3
7,2.79
8,34.7
9,0.0
10,0.03
11,0.04
12,0.01
13,0.02
14,0.02
15,0.03
16,0.12
17,0.01
18,0.0
19,0.01
20,0.02
21,0.12
22,0.79
23,0.08
24,4.06
25,0.06
26,0.03
27,0.16
28,13.75
29,0.09
30,0.1
31,0.43
32,31.91
33,3.11
34,0.38
35,0.23
36,0.02
37,0.0
38,0.04
39,0.1
40,0.03
41,0.34
42,0.02
43,0.04
44,0.01
45,0.01
46,0.0
47,0.0
48,0.01
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.44
57,0.02
58,0.03
59,0.07
60,0.17
61,0.06
62,0.01
63,0.01
64,0.01
65,0.01
66,0.02
67,0.01
68,0.02
69,0.02
70,0.01
71,0.01
72,0.0
73,0.02
74,0.0
75,0.01
76,1.76
77,0.22
