pickupArea,Percentage
1,0.04
2,0.03
3,0.15
4,0.03
5,0.03
6,0.77
7,0.56
8,28.01
9,0.0
10,0.01
11,0.02
12,0.0
13,0.01
14,0.03
15,0.01
16,0.04
17,0.0
18,0.0
19,0.0
20,0.0
21,0.01
22,0.06
23,0.02
24,0.28
25,0.04
26,0.01
27,0.01
28,9.95
29,0.02
30,0.01
31,0.06
32,36.35
33,7.54
34,0.29
35,0.59
36,0.05
37,0.02
38,0.12
39,0.14
40,0.01
41,0.37
42,0.06
43,0.1
44,0.06
45,0.02
46,0.06
47,0.01
48,0.04
49,0.05
50,0.01
51,0.02
52,0.01
53,0.03
54,0.01
55,0.0
56,3.58
57,0.01
58,0.01
59,0.03
60,0.07
61,0.02
62,0.01
63,0.01
64,0.01
65,0.01
66,0.01
67,0.01
68,0.03
69,0.05
70,0.03
71,0.04
72,0.01
73,0.05
74,0.0
75,0.04
76,8.42
77,0.09
78,1.3
