dropArea,Percentage
1,0.52
2,0.57
3,1.19
4,0.24
5,0.0
6,1.24
7,0.62
8,7.11
9,0.0
10,0.24
11,0.1
12,0.0
13,0.14
14,0.29
15,0.19
16,2.1
17,0.1
18,0.14
19,0.14
20,0.1
21,0.24
22,0.57
23,1.38
24,1.05
25,1.81
26,0.76
27,1.38
28,8.54
29,0.76
30,0.43
31,1.53
32,6.34
33,2.48
34,1.34
35,1.48
36,0.43
37,0.81
38,1.19
39,0.86
40,0.72
41,2.19
42,0.57
43,1.76
44,2.77
45,0.67
46,0.38
47,0.24
48,0.52
49,1.67
50,2.19
51,1.38
52,0.0
53,0.29
54,0.43
55,0.05
56,0.86
57,0.1
58,0.38
59,0.43
60,0.33
61,1.1
62,0.24
63,0.43
64,0.24
65,0.76
66,1.29
67,4.63
68,3.86
69,2.24
70,0.86
71,1.29
72,0.48
73,0.86
74,0.1
75,0.76
76,0.67
77,2.0
78,11.87
