dropArea,Percentage
1,3.68
2,2.19
3,22.45
4,4.35
5,1.44
6,14.76
7,3.81
8,11.45
9,0.01
10,0.2
11,0.31
12,0.14
13,0.62
14,1.61
15,0.44
16,1.45
17,0.09
18,0.02
19,0.14
20,0.14
21,0.47
22,0.92
23,0.14
24,1.46
25,0.14
26,0.04
27,0.07
28,2.65
29,0.06
30,0.05
31,0.14
32,8.39
33,0.54
34,0.11
35,0.15
36,0.04
37,0.05
38,0.05
39,0.11
40,0.02
41,0.19
42,0.13
43,0.2
44,0.09
45,0.05
46,0.05
47,0.01
48,0.01
49,0.15
50,0.01
51,0.03
52,0.0
53,0.05
54,0.02
55,0.0
56,0.69
57,0.01
58,0.02
59,0.02
60,0.05
61,0.03
62,0.01
63,0.01
64,0.02
65,0.0
66,0.01
67,0.03
68,0.07
69,0.1
70,0.02
71,0.06
72,0.01
73,0.04
74,0.01
75,0.02
76,3.4
77,9.53
