dropArea,Percentage
1,0.53
2,0.09
3,0.53
4,0.09
5,0.0
6,0.09
7,0.62
8,7.47
9,0.0
10,0.09
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.18
17,0.0
18,0.0
19,0.09
20,0.0
21,0.0
22,0.44
23,0.09
24,1.16
25,0.36
26,0.27
27,0.27
28,12.09
29,0.09
30,0.44
31,1.42
32,5.07
33,2.84
34,2.93
35,0.44
36,0.09
37,1.96
38,0.89
39,1.16
40,0.44
41,1.69
42,0.71
43,2.22
44,7.29
45,4.62
46,2.49
47,2.4
48,3.02
49,4.44
50,1.42
51,3.73
52,0.0
53,1.07
54,1.24
55,0.36
56,0.53
57,0.27
58,0.0
59,0.09
60,0.27
61,0.36
62,0.0
63,0.09
64,0.0
65,0.09
66,0.09
67,0.18
68,1.6
69,1.24
70,1.69
71,8.18
72,0.36
73,2.49
74,0.27
75,2.49
76,0.27
77,0.53
