dropArea,Percentage
1,0.91
2,0.36
3,2.83
4,0.09
5,0.09
6,3.56
7,0.55
8,3.65
9,0.18
10,0.18
11,0.09
12,0.09
13,0.09
14,0.18
15,0.55
16,0.64
17,0.0
18,0.09
19,0.18
20,0.18
21,0.55
22,1.37
23,1.91
24,0.64
25,1.55
26,0.46
27,1.82
28,4.65
29,4.83
30,4.1
31,3.83
32,4.56
33,1.64
34,2.01
35,0.82
36,0.46
37,1.28
38,0.46
39,0.46
40,0.18
41,1.0
42,0.64
43,2.46
44,2.92
45,1.28
46,0.55
47,0.09
48,2.01
49,3.1
50,1.19
51,1.09
52,0.18
53,0.46
54,1.19
55,0.27
56,2.19
57,0.55
58,2.1
59,1.0
60,1.91
61,0.36
62,0.09
63,0.09
64,0.46
65,0.0
66,0.36
67,0.18
68,1.09
69,3.19
70,0.27
71,0.82
72,0.09
73,0.55
74,0.0
75,0.46
76,2.55
77,0.64
78,10.57
