pickupArea,Percentage
1,10.02
2,13.09
3,4.44
4,5.74
5,0.69
6,4.58
7,1.33
8,9.26
9,0.01
10,0.3
11,0.47
12,0.42
13,1.98
14,2.12
15,0.95
16,1.2
17,0.17
18,0.0
19,0.22
20,1.41
21,0.6
22,0.62
23,0.1
24,0.82
25,0.1
26,0.0
27,0.07
28,2.89
29,0.0
30,0.12
31,0.03
32,6.73
33,0.46
34,0.06
35,0.06
36,0.0
37,0.01
38,0.03
39,0.04
40,0.01
41,0.11
42,0.0
43,0.03
44,0.0
45,0.0
46,0.08
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,1.41
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.01
63,0.0
64,0.0
65,0.0
66,0.01
67,0.0
68,0.01
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,16.54
77,10.64
