pickupArea,Percentage
1,0.15
2,0.08
3,0.53
4,0.07
5,0.03
6,0.97
7,0.78
8,17.14
9,0.0
10,0.01
11,0.03
12,0.0
13,0.02
14,0.05
15,0.02
16,0.05
17,0.03
18,0.0
19,0.01
20,0.0
21,0.05
22,0.11
23,0.09
24,0.28
25,0.13
26,0.13
27,0.09
28,8.72
29,0.1
30,0.05
31,0.09
32,22.51
33,4.72
34,0.31
35,1.8
36,0.72
37,0.12
38,2.15
39,4.25
40,0.48
41,7.17
42,1.28
43,0.94
44,0.54
45,0.17
46,0.36
47,0.06
48,0.24
49,0.29
50,0.09
51,0.08
52,0.01
53,0.1
54,0.02
55,0.0
56,8.71
57,0.05
58,0.02
59,0.04
60,0.26
61,0.14
62,0.05
63,0.01
64,0.01
65,0.01
66,0.04
67,0.08
68,0.24
69,0.36
70,0.04
71,0.2
72,0.16
73,0.15
74,0.01
75,0.13
76,10.63
77,0.45
