dropArea,Percentage
1,0.14
2,0.21
3,0.41
4,0.16
5,0.09
6,1.19
7,1.05
8,18.41
9,0.0
10,0.05
11,0.07
12,0.02
13,0.06
14,0.06
15,0.04
16,0.16
17,0.02
18,0.0
19,0.02
20,0.01
21,0.09
22,0.16
23,0.09
24,0.64
25,0.24
26,0.05
27,0.1
28,7.82
29,0.44
30,0.07
31,0.22
32,17.98
33,4.03
34,0.56
35,1.66
36,0.62
37,0.37
38,2.47
39,4.24
40,1.04
41,13.3
42,3.15
43,2.3
44,1.04
45,0.41
46,0.53
47,0.06
48,0.34
49,0.59
50,0.19
51,0.22
52,0.11
53,0.16
54,0.06
55,0.06
56,3.75
57,0.03
58,0.04
59,0.03
60,0.12
61,0.31
62,0.04
63,0.08
64,0.12
65,0.07
66,0.15
67,0.37
68,0.61
69,0.98
70,0.27
71,0.46
72,0.12
73,0.31
74,0.02
75,0.17
76,3.99
77,0.36
