pickupArea,Percentage
1,0.09
2,0.06
3,0.43
4,0.03
5,0.12
6,1.13
7,0.64
8,12.05
9,0.0
10,0.06
11,0.0
12,0.0
13,0.0
14,0.09
15,0.0
16,0.0
17,0.0
18,0.0
19,0.03
20,0.03
21,0.03
22,0.12
23,0.03
24,0.64
25,0.37
26,0.06
27,0.03
28,6.18
29,0.03
30,0.03
31,0.21
32,13.76
33,1.5
34,0.37
35,0.52
36,0.18
37,0.06
38,0.92
39,1.47
40,0.12
41,1.35
42,0.73
43,0.73
44,0.61
45,0.21
46,0.46
47,0.12
48,0.24
49,1.71
50,0.34
51,0.43
52,0.03
53,0.58
54,0.09
55,0.03
56,32.04
57,0.03
58,0.03
59,0.03
60,0.03
61,0.12
62,0.12
63,0.03
64,0.09
65,0.52
66,0.43
67,0.31
68,0.21
69,0.67
70,1.44
71,0.61
72,1.1
73,1.25
74,0.46
75,1.22
76,9.84
77,0.34
