pickupArea,Percentage
1,0.19
2,0.3
3,0.4
4,0.04
5,0.05
6,0.65
7,0.79
8,10.99
9,0.0
10,0.04
11,0.03
12,0.0
13,0.07
14,0.03
15,0.03
16,0.16
17,0.72
18,0.01
19,0.02
20,0.01
21,0.07
22,0.15
23,0.16
24,0.36
25,0.11
26,0.08
27,0.16
28,9.42
29,0.11
30,0.07
31,0.19
32,17.28
33,9.25
34,0.68
35,7.56
36,1.26
37,0.29
38,6.38
39,4.96
40,0.78
41,6.18
42,1.49
43,1.53
44,0.94
45,0.17
46,0.58
47,0.07
48,0.26
49,0.27
50,0.3
51,0.09
52,0.03
53,0.52
54,0.03
55,0.03
56,4.3
57,0.01
58,0.04
59,0.11
60,0.26
61,0.6
62,0.05
63,0.06
64,0.04
65,0.1
66,0.13
67,0.17
68,0.31
69,0.71
70,0.38
71,0.33
72,0.09
73,0.94
74,0.02
75,0.33
76,4.38
77,0.33
