pickupArea,Percentage
1,0.45
2,0.0
3,0.6
4,0.0
5,0.3
6,1.42
7,0.75
8,20.18
9,0.0
10,0.07
11,0.0
12,0.0
13,0.0
14,0.0
15,0.15
16,0.22
17,0.0
18,0.07
19,0.3
20,0.0
21,0.0
22,0.6
23,0.0
24,1.42
25,0.52
26,0.0
27,0.15
28,8.15
29,0.67
30,0.22
31,0.07
32,13.0
33,2.69
34,0.75
35,0.9
36,0.6
37,0.0
38,0.3
39,0.3
40,0.45
41,1.12
42,0.6
43,0.15
44,0.07
45,0.07
46,0.22
47,0.0
48,0.22
49,1.05
50,0.07
51,0.15
52,0.07
53,0.15
54,0.0
55,0.0
56,20.78
57,0.52
58,0.45
59,0.3
60,0.3
61,0.52
62,1.64
63,0.6
64,0.07
65,0.67
66,0.75
67,0.37
68,0.22
69,0.3
70,0.37
71,0.45
72,0.0
73,0.15
74,0.07
75,0.07
76,8.67
77,0.07
78,3.36
