pickupArea,Percentage
1,1.02
2,0.89
3,2.79
4,2.65
5,2.43
6,10.15
7,2.13
8,12.16
9,0.04
10,0.24
11,1.22
12,0.42
13,0.53
14,4.34
15,1.59
16,11.61
17,0.16
18,0.02
19,0.64
20,0.18
21,2.36
22,1.71
23,0.15
24,1.62
25,0.11
26,0.01
27,0.03
28,4.11
29,0.06
30,0.03
31,0.03
32,10.63
33,0.58
34,0.05
35,0.03
36,0.01
37,0.01
38,0.05
39,0.03
40,0.01
41,0.11
42,0.02
43,0.04
44,0.02
45,0.01
46,0.01
47,0.0
48,0.0
49,0.02
50,0.01
51,0.01
52,0.0
53,0.01
54,0.0
55,0.0
56,1.26
57,0.01
58,0.01
59,0.09
60,0.03
61,0.01
62,0.01
63,0.0
64,0.0
65,0.0
66,0.01
67,0.08
68,0.03
69,0.03
70,0.01
71,0.02
72,0.01
73,0.02
74,0.0
75,0.01
76,17.77
77,0.84
78,2.66
