pickupArea,Percentage
1,0.9
2,0.44
3,1.03
4,0.12
5,0.09
6,1.78
7,0.72
8,9.17
9,0.0
10,0.03
11,0.12
12,0.0
13,0.03
14,0.06
15,0.0
16,0.47
17,0.0
18,0.03
19,0.53
20,0.22
21,0.09
22,0.62
23,1.22
24,1.0
25,1.43
26,0.37
27,0.37
28,14.38
29,1.31
30,0.34
31,0.44
32,7.64
33,3.9
34,1.78
35,1.84
36,0.59
37,0.44
38,3.24
39,2.5
40,1.19
41,4.37
42,1.12
43,1.62
44,1.93
45,0.22
46,0.84
47,0.06
48,0.62
49,0.84
50,0.62
51,1.09
52,0.0
53,0.66
54,0.16
55,0.06
56,5.02
57,0.12
58,0.25
59,0.22
60,0.12
61,0.56
62,0.09
63,0.25
64,0.19
65,0.66
66,1.75
67,3.03
68,1.87
69,0.9
70,0.59
71,1.12
72,0.31
73,0.69
74,0.0
75,0.28
76,2.37
77,0.25
78,4.68
