dropArea,Percentage
1,0.37
2,0.4
3,0.3
4,0.03
5,0.03
6,0.57
7,1.25
8,11.96
9,0.0
10,0.2
11,0.2
12,0.0
13,0.0
14,0.07
15,0.07
16,0.07
17,0.03
18,0.0
19,0.03
20,0.0
21,0.07
22,0.2
23,1.25
24,0.77
25,1.04
26,0.2
27,0.98
28,9.16
29,0.57
30,1.48
31,1.41
32,7.98
33,5.02
34,1.18
35,2.16
36,0.77
37,0.44
38,1.31
39,1.82
40,0.88
41,3.17
42,1.99
43,3.5
44,4.38
45,2.19
46,2.43
47,0.3
48,3.03
49,1.62
50,0.81
51,2.32
52,0.07
53,0.61
54,0.1
55,0.1
56,0.71
57,0.03
58,0.0
59,0.03
60,0.71
61,0.1
62,0.1
63,0.03
64,0.51
65,0.1
66,0.24
67,0.67
68,0.91
69,2.09
70,0.44
71,0.98
72,0.27
73,2.02
74,0.1
75,0.71
76,1.99
77,0.37
78,6.0
