pickupArea,Percentage
1,1.34
2,0.84
3,1.68
4,0.5
5,0.17
6,1.68
7,3.52
8,22.82
9,0.17
10,0.0
11,0.34
12,0.5
13,0.17
14,0.84
15,0.84
16,0.84
17,0.0
18,0.0
19,0.5
20,0.17
21,0.0
22,0.5
23,1.01
24,2.52
25,2.85
26,0.5
27,1.34
28,11.74
29,0.0
30,0.17
31,0.0
32,15.44
33,1.17
34,0.34
35,0.0
36,0.17
37,0.0
38,0.0
39,0.0
40,0.17
41,0.0
42,0.0
43,0.0
44,0.17
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,4.19
57,0.17
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.17
68,0.0
69,0.17
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,19.63
77,0.67
