pickupArea,Percentage
1,0.19
2,0.29
3,0.39
4,0.04
5,0.05
6,0.64
7,0.77
8,10.76
9,0.0
10,0.04
11,0.03
12,0.0
13,0.07
14,0.03
15,0.03
16,0.16
17,0.7
18,0.01
19,0.02
20,0.01
21,0.07
22,0.14
23,0.16
24,0.35
25,0.11
26,0.08
27,0.16
28,9.22
29,0.11
30,0.07
31,0.19
32,16.92
33,9.06
34,0.66
35,7.4
36,1.24
37,0.28
38,6.24
39,4.85
40,0.76
41,6.05
42,1.46
43,1.5
44,0.92
45,0.16
46,0.57
47,0.07
48,0.25
49,0.26
50,0.29
51,0.08
52,0.03
53,0.51
54,0.03
55,0.03
56,4.21
57,0.01
58,0.04
59,0.1
60,0.25
61,0.59
62,0.05
63,0.06
64,0.04
65,0.1
66,0.13
67,0.16
68,0.3
69,0.7
70,0.37
71,0.33
72,0.08
73,0.92
74,0.02
75,0.32
76,4.29
77,0.33
78,2.09
