pickupArea,Percentage
1,0.15
2,0.08
3,0.52
4,0.07
5,0.03
6,0.96
7,0.77
8,16.84
9,0.0
10,0.01
11,0.03
12,0.0
13,0.02
14,0.04
15,0.02
16,0.05
17,0.03
18,0.0
19,0.01
20,0.0
21,0.05
22,0.11
23,0.09
24,0.28
25,0.12
26,0.12
27,0.09
28,8.57
29,0.1
30,0.05
31,0.09
32,22.12
33,4.64
34,0.3
35,1.77
36,0.71
37,0.12
38,2.11
39,4.18
40,0.47
41,7.05
42,1.26
43,0.92
44,0.53
45,0.16
46,0.35
47,0.06
48,0.24
49,0.29
50,0.08
51,0.08
52,0.01
53,0.1
54,0.02
55,0.0
56,8.56
57,0.04
58,0.02
59,0.04
60,0.25
61,0.14
62,0.04
63,0.01
64,0.01
65,0.01
66,0.04
67,0.08
68,0.24
69,0.35
70,0.04
71,0.2
72,0.16
73,0.15
74,0.01
75,0.12
76,10.45
77,0.44
78,1.73
