dropArea,Percentage
1,0.35
2,0.16
3,1.05
4,0.49
5,1.08
6,4.98
7,4.91
8,28.74
9,0.02
10,0.04
11,0.03
12,0.04
13,0.07
14,0.17
15,0.13
16,0.34
17,0.05
18,0.01
19,0.06
20,0.05
21,0.23
22,1.51
23,0.42
24,3.96
25,0.23
26,0.02
27,0.08
28,6.81
29,0.15
30,0.2
31,0.56
32,20.83
33,5.84
34,0.24
35,0.36
36,0.14
37,0.03
38,0.2
39,0.65
40,0.06
41,2.37
42,0.24
43,0.46
44,0.17
45,0.03
46,0.08
47,0.01
48,0.08
49,0.15
50,0.05
51,0.03
52,0.01
53,0.05
54,0.03
55,0.01
56,4.42
57,0.28
58,0.26
59,0.2
60,0.56
61,0.12
62,0.11
63,0.17
64,0.73
65,0.27
66,0.18
67,0.08
68,0.12
69,0.12
70,0.51
71,0.14
72,0.5
73,0.12
74,0.24
75,0.19
76,0.84
77,0.77
