dropArea,Percentage
1,0.07
2,0.17
3,0.5
4,0.56
5,0.13
6,0.37
7,0.32
8,4.83
9,0.24
10,2.57
11,61.26
12,0.6
13,0.34
14,1.14
15,3.93
16,1.1
17,0.35
18,0.0
19,0.65
20,0.0
21,0.3
22,0.45
23,0.02
24,2.53
25,0.04
26,0.02
27,0.02
28,3.99
29,0.02
30,0.02
31,0.02
32,4.34
33,0.43
34,0.84
35,0.0
36,0.0
37,0.0
38,0.02
39,0.06
40,0.0
41,0.06
42,0.0
43,0.0
44,0.02
45,0.0
46,0.0
47,0.0
48,0.0
49,0.02
50,0.0
51,0.02
52,0.0
53,0.0
54,0.0
55,0.0
56,0.5
57,0.0
58,0.0
59,0.0
60,0.04
61,0.02
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.02
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,3.32
77,0.22
78,3.54
