pickupArea,Percentage
1,0.6
2,1.03
3,1.25
4,0.73
5,0.95
6,6.31
7,3.3
8,10.76
9,0.06
10,0.6
11,4.98
12,0.21
13,0.26
14,3.57
15,5.08
16,4.55
17,0.82
18,0.64
19,6.55
20,1.43
21,3.99
22,5.94
23,1.46
24,3.2
25,1.03
26,0.05
27,0.27
28,4.95
29,0.11
30,0.09
31,0.14
32,6.75
33,0.5
34,0.13
35,0.12
36,0.01
37,0.0
38,0.06
39,0.02
40,0.01
41,0.07
42,0.01
43,0.04
44,0.07
45,0.02
46,0.06
47,0.01
48,0.01
49,0.04
50,0.0
51,0.05
52,0.0
53,0.01
54,0.0
55,0.0
56,1.65
57,0.02
58,0.02
59,0.04
60,0.02
61,0.07
62,0.02
63,0.01
64,0.04
65,0.0
66,0.02
67,0.02
68,0.01
69,0.07
70,0.03
71,0.01
72,0.04
73,0.01
74,0.0
75,0.01
76,11.69
77,0.69
78,2.62
