pickupArea,Percentage
1,0.17
2,0.03
3,0.94
4,0.1
5,0.07
6,1.54
7,0.37
8,6.62
9,0.03
10,0.07
11,0.07
12,0.0
13,0.0
14,0.03
15,0.1
16,0.13
17,0.1
18,0.07
19,0.17
20,0.03
21,0.03
22,0.3
23,0.8
24,0.63
25,1.04
26,0.33
27,0.6
28,8.72
29,1.1
30,0.47
31,0.43
32,8.52
33,3.24
34,1.34
35,0.97
36,0.13
37,0.63
38,0.67
39,0.57
40,0.5
41,2.81
42,1.14
43,2.94
44,2.14
45,1.07
46,2.81
47,1.4
48,2.31
49,4.04
50,1.24
51,7.58
52,0.27
53,1.17
54,1.2
55,0.63
56,2.34
57,0.0
58,0.03
59,0.0
60,0.33
61,0.43
62,0.1
63,0.07
64,0.07
65,0.57
66,0.57
67,0.97
68,1.2
69,2.44
70,1.24
71,0.84
72,0.43
73,0.94
74,0.13
75,0.67
76,2.04
77,0.27
78,9.92
