dropArea,Percentage
1,3.35
2,1.37
3,19.51
4,4.35
5,1.4
6,16.53
7,5.09
8,12.27
9,0.0
10,0.0
11,0.23
12,0.11
13,0.54
14,1.89
15,0.26
16,1.54
17,0.06
18,0.0
19,0.03
20,0.14
21,0.37
22,0.94
23,0.03
24,1.49
25,0.06
26,0.0
27,0.0
28,3.03
29,0.06
30,0.0
31,0.23
32,11.41
33,0.31
34,0.03
35,0.11
36,0.0
37,0.03
38,0.03
39,0.09
40,0.0
41,0.2
42,0.03
43,0.06
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.46
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.03
70,0.03
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,2.43
77,8.41
78,1.46
