pickupArea,Percentage
1,11.51
2,17.62
3,4.75
4,6.29
5,0.96
6,4.05
7,1.5
8,7.67
9,0.01
10,0.56
11,0.55
12,0.6
13,2.03
14,2.79
15,0.38
16,1.1
17,0.07
18,0.01
19,0.11
20,0.25
21,0.55
22,0.44
23,0.12
24,0.57
25,0.15
26,0.02
27,0.04
28,2.14
29,0.01
30,0.03
31,0.04
32,5.64
33,0.31
34,0.03
35,0.18
36,0.01
37,0.01
38,0.05
39,0.04
40,0.03
41,0.15
42,0.03
43,0.04
44,0.01
45,0.0
46,0.08
47,0.0
48,0.02
49,0.04
50,0.0
51,0.0
52,0.0
53,0.01
54,0.0
55,0.0
56,0.91
57,0.0
58,0.01
59,0.04
60,0.01
61,0.01
62,0.01
63,0.0
64,0.0
65,0.01
66,0.02
67,0.02
68,0.05
69,0.02
70,0.0
71,0.03
72,0.0
73,0.02
74,0.0
75,0.01
76,15.51
77,9.69
