pickupArea,Percentage
1,0.4
2,0.12
3,0.36
4,0.0
5,0.2
6,1.03
7,0.71
8,3.44
9,0.0
10,0.0
11,0.0
12,0.0
13,0.04
14,0.0
15,0.04
16,0.2
17,0.04
18,0.0
19,0.12
20,0.0
21,0.0
22,0.12
23,0.71
24,0.83
25,0.51
26,0.28
27,0.32
28,17.64
29,1.54
30,0.55
31,0.51
32,9.18
33,2.97
34,1.54
35,3.16
36,0.44
37,1.03
38,1.82
39,1.03
40,0.47
41,2.89
42,1.19
43,2.73
44,2.85
45,0.51
46,1.94
47,0.63
48,0.95
49,4.67
50,2.61
51,1.78
52,0.08
53,1.42
54,0.47
55,0.44
56,1.7
57,0.04
58,0.04
59,0.16
60,1.19
61,1.07
62,0.08
63,0.47
64,0.04
65,0.24
66,0.32
67,1.82
68,1.74
69,2.65
70,0.67
71,1.31
72,0.59
73,1.27
74,0.04
75,0.67
76,0.79
77,0.47
78,6.13
