dropArea,Percentage
1,0.0
2,0.28
3,0.28
4,0.0
5,0.0
6,1.4
7,2.8
8,21.85
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.28
16,0.84
17,0.0
18,0.0
19,0.0
20,0.28
21,0.28
22,1.68
23,0.28
24,5.32
25,0.0
26,0.0
27,0.28
28,12.32
29,0.0
30,0.56
31,3.36
32,17.93
33,12.89
34,2.24
35,1.4
36,0.56
37,0.28
38,0.28
39,1.4
40,0.0
41,0.56
42,0.0
43,0.0
44,0.28
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.28
53,0.0
54,0.0
55,0.0
56,2.52
57,0.0
58,0.28
59,0.84
60,2.24
61,0.84
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.28
69,0.0
70,0.0
71,0.0
72,0.0
73,0.28
74,0.0
75,0.28
76,1.96
77,0.28
