dropArea,Percentage
1,0.75
2,5.39
3,5.09
4,8.98
5,1.8
6,2.84
7,1.5
8,7.49
9,0.15
10,0.45
11,1.65
12,0.45
13,6.44
14,13.32
15,2.99
16,11.83
17,0.15
18,0.0
19,0.6
20,0.45
21,3.29
22,2.4
23,1.35
24,2.1
25,0.15
26,0.0
27,0.3
28,1.5
29,0.0
30,0.15
31,0.0
32,2.54
33,0.15
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.15
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.3
57,0.0
58,0.0
59,0.0
60,0.15
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,3.59
77,3.14
78,6.44
