pickupArea,Percentage
1,6.57
2,2.39
3,8.32
4,1.12
5,0.63
6,9.94
7,3.02
8,14.72
9,0.0
10,0.11
11,0.07
12,0.28
13,0.14
14,0.35
15,0.14
16,0.42
17,0.04
18,0.04
19,0.0
20,0.07
21,0.18
22,0.42
23,0.0
24,0.7
25,0.0
26,0.0
27,0.0
28,4.07
29,0.0
30,0.0
31,0.0
32,11.2
33,0.39
34,0.0
35,0.0
36,0.0
37,0.0
38,0.04
39,0.21
40,0.0
41,0.35
42,0.07
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,2.81
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.04
64,0.0
65,0.0
66,0.04
67,0.0
68,0.04
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,13.73
77,15.03
78,2.32
