dropArea,Percentage
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,1.39
8,2.78
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,6.94
29,1.39
30,0.0
31,0.0
32,1.39
33,0.0
34,1.39
35,0.0
36,0.0
37,0.0
38,2.78
39,0.0
40,0.0
41,27.78
42,1.39
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,11.11
57,0.0
58,0.0
59,0.0
60,0.0
61,1.39
62,0.0
63,0.0
64,0.0
65,2.78
66,1.39
67,0.0
68,0.0
69,1.39
70,27.78
71,0.0
72,1.39
73,4.17
74,0.0
75,0.0
76,1.39
77,0.0
