dropArea,Percentage
1,0.66
2,0.24
3,1.69
4,0.81
5,1.12
6,12.82
7,15.66
8,31.43
9,0.03
10,0.06
11,0.03
12,0.06
13,0.03
14,0.24
15,0.06
16,0.75
17,0.03
18,0.03
19,0.12
20,0.12
21,0.3
22,2.56
23,0.12
24,4.19
25,0.18
26,0.03
27,0.06
28,4.83
29,0.0
30,0.0
31,0.06
32,14.57
33,1.09
34,0.03
35,0.12
36,0.03
37,0.03
38,0.03
39,0.03
40,0.0
41,0.15
42,0.0
43,0.0
44,0.03
45,0.03
46,0.03
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.48
57,0.0
58,0.0
59,0.06
60,0.0
61,0.0
62,0.0
63,0.0
64,0.03
65,0.0
66,0.0
67,0.0
68,0.0
69,0.03
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,2.11
77,2.78
