dropArea,Percentage
1,1.26
2,0.09
3,0.94
4,0.48
5,0.44
6,1.2
7,0.9
8,4.3
9,0.0
10,0.07
11,0.05
12,0.16
13,0.11
14,1.29
15,0.46
16,0.74
17,0.16
18,0.23
19,0.32
20,0.14
21,0.16
22,0.9
23,1.95
24,1.89
25,2.0
26,1.29
27,2.21
28,12.86
29,5.24
30,2.67
31,2.0
32,3.36
33,1.49
34,1.91
35,1.15
36,0.62
37,1.15
38,0.39
39,0.53
40,0.41
41,1.49
42,1.72
43,2.92
44,3.5
45,0.37
46,1.06
47,0.11
48,0.28
49,1.7
50,0.9
51,0.76
52,0.07
53,2.09
54,0.55
55,0.09
56,0.99
57,0.21
58,0.99
59,0.78
60,0.55
61,0.67
62,0.21
63,0.53
64,0.11
65,0.25
66,0.53
67,0.97
68,1.86
69,2.35
70,0.62
71,1.1
72,0.02
73,1.49
74,0.02
75,0.78
76,0.8
77,0.64
78,8.37
