dropArea,Percentage
1,0.0
2,0.0
3,0.46
4,0.0
5,0.0
6,0.23
7,0.23
8,9.4
9,0.0
10,0.46
11,0.23
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.46
22,0.0
23,0.0
24,0.23
25,0.0
26,0.23
27,0.23
28,5.73
29,0.0
30,0.0
31,0.0
32,4.59
33,2.06
34,0.69
35,4.59
36,0.46
37,0.69
38,3.67
39,3.21
40,1.38
41,10.09
42,9.63
43,17.43
44,4.36
45,0.69
46,2.98
47,0.23
48,1.61
49,0.92
50,0.0
51,0.92
52,0.0
53,0.46
54,0.0
55,0.0
56,1.61
57,0.0
58,0.0
59,0.0
60,0.0
61,0.69
62,0.0
63,0.0
64,0.0
65,0.0
66,0.46
67,1.83
68,1.61
69,2.52
70,0.0
71,1.38
72,0.0
73,0.0
74,0.46
75,0.23
76,0.69
77,0.0
