dropArea,Percentage
1,2.48
2,1.64
3,3.11
4,4.64
5,3.97
6,7.47
7,1.59
8,4.62
9,0.08
10,0.6
11,1.11
12,0.86
13,1.85
14,9.17
15,4.84
16,19.41
17,0.66
18,0.12
19,1.63
20,0.4
21,5.02
22,2.51
23,0.73
24,1.76
25,0.37
26,0.09
27,0.08
28,2.52
29,0.13
30,0.12
31,0.1
32,2.75
33,0.45
34,0.1
35,0.04
36,0.02
37,0.03
38,0.07
39,0.03
40,0.0
41,0.12
42,0.03
43,0.05
44,0.03
45,0.0
46,0.01
47,0.01
48,0.01
49,0.03
50,0.01
51,0.01
52,0.01
53,0.0
54,0.0
55,0.0
56,0.29
57,0.01
58,0.02
59,0.02
60,0.04
61,0.02
62,0.01
63,0.04
64,0.01
65,0.0
66,0.0
67,0.04
68,0.05
69,0.04
70,0.01
71,0.02
72,0.0
73,0.02
74,0.01
75,0.0
76,5.61
77,1.22
78,4.98
