dropArea,Percentage
1,0.69
2,0.82
3,1.24
4,0.27
5,0.0
6,1.58
7,0.82
8,6.38
9,0.0
10,0.27
11,0.07
12,0.0
13,0.14
14,0.41
15,0.27
16,3.02
17,0.14
18,0.21
19,0.21
20,0.14
21,0.34
22,0.82
23,1.99
24,1.37
25,2.26
26,0.69
27,1.72
28,10.57
29,0.96
30,0.34
31,1.72
32,4.8
33,2.95
34,1.24
35,1.37
36,0.41
37,0.69
38,0.75
39,0.0
40,0.69
41,0.62
42,0.41
43,1.17
44,1.65
45,0.48
46,0.21
47,0.14
48,0.41
49,2.06
50,0.69
51,1.99
52,0.0
53,0.41
54,0.62
55,0.07
56,0.21
57,0.0
58,0.34
59,0.41
60,0.41
61,0.48
62,0.14
63,0.27
64,0.34
65,0.96
66,1.03
67,2.81
68,3.64
69,2.2
70,0.82
71,0.96
72,0.55
73,0.82
74,0.14
75,0.96
76,0.89
77,2.81
78,15.51
