dropArea,Percentage
1,0.38
2,0.49
3,2.32
4,1.71
5,1.03
6,1.24
7,1.27
8,5.31
9,0.0
10,0.16
11,0.05
12,0.02
13,0.16
14,0.26
15,0.23
16,0.47
17,0.23
18,0.14
19,0.77
20,0.21
21,0.45
22,2.07
23,2.3
24,2.65
25,3.08
26,1.43
27,10.17
28,19.04
29,2.72
30,0.96
31,0.56
32,6.81
33,0.68
34,1.03
35,2.47
36,0.16
37,0.82
38,0.56
39,0.49
40,0.49
41,1.29
42,1.24
43,1.24
44,1.6
45,0.47
46,0.23
47,0.02
48,0.16
49,0.94
50,0.19
51,0.42
52,0.68
53,0.61
54,0.14
55,0.0
56,0.89
57,0.02
58,0.16
59,0.19
60,0.33
61,4.98
62,0.05
63,0.23
64,0.02
65,0.0
66,0.23
67,0.28
68,0.92
69,1.46
70,0.19
71,1.53
72,0.02
73,0.35
74,0.05
75,0.31
76,2.65
77,0.45
