dropArea,Percentage
1,1.73
2,0.98
3,1.2
4,0.08
5,0.0
6,2.51
7,1.7
8,7.84
9,0.0
10,0.1
11,0.05
12,0.03
13,0.1
14,0.05
15,0.08
16,0.13
17,0.08
18,0.38
19,0.18
20,0.0
21,0.13
22,0.63
23,0.45
24,0.68
25,2.05
26,0.85
27,0.78
28,11.15
29,1.03
30,0.8
31,1.85
32,8.32
33,6.51
34,1.25
35,2.05
36,1.53
37,0.48
38,2.2
39,1.98
40,0.18
41,3.33
42,2.51
43,5.21
44,1.4
45,0.55
46,4.71
47,0.95
48,1.73
49,0.78
50,1.23
51,2.1
52,0.33
53,0.43
54,0.23
55,0.13
56,0.55
57,0.28
58,0.03
59,0.33
60,0.43
61,0.38
62,0.08
63,0.15
64,0.03
65,0.13
66,0.3
67,0.68
68,1.08
69,1.43
70,0.98
71,0.65
72,0.38
73,1.08
74,0.13
75,1.33
76,0.68
77,1.25
