dropArea,Percentage
1,0.17
2,0.29
3,1.8
4,0.17
5,0.06
6,0.7
7,0.7
8,5.86
9,0.0
10,0.0
11,0.12
12,0.06
13,0.06
14,0.06
15,0.0
16,0.23
17,0.23
18,0.0
19,0.0
20,0.0
21,0.17
22,0.23
23,0.29
24,0.75
25,0.75
26,0.35
27,0.58
28,8.93
29,0.64
30,0.23
31,0.46
32,4.93
33,4.06
34,3.3
35,6.2
36,0.52
37,5.1
38,2.49
39,1.51
40,1.86
41,4.52
42,0.64
43,1.04
44,3.77
45,0.46
46,0.41
47,0.17
48,0.29
49,1.97
50,1.51
51,1.1
52,0.12
53,1.39
54,0.52
55,0.06
56,1.86
57,0.06
58,0.12
59,0.29
60,0.23
61,2.32
62,0.0
63,0.29
64,0.0
65,0.23
66,0.7
67,0.81
68,4.12
69,3.19
70,0.64
71,0.93
72,0.12
73,2.32
74,0.0
75,0.64
76,0.7
77,0.17
78,8.46
