dropArea,Percentage
1,0.35
2,0.0
3,0.35
4,0.0
5,0.0
6,0.35
7,0.35
8,10.95
9,0.0
10,0.0
11,0.35
12,0.0
13,0.0
14,0.0
15,0.0
16,0.35
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.71
23,0.0
24,2.12
25,0.35
26,0.0
27,0.0
28,16.61
29,0.71
30,0.71
31,3.89
32,12.37
33,8.13
34,4.24
35,3.89
36,0.0
37,0.35
38,1.06
39,0.35
40,0.0
41,1.06
42,0.35
43,0.35
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.35
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,6.36
57,0.71
58,0.71
59,1.06
60,14.13
61,1.41
62,0.35
63,0.0
64,0.35
65,0.0
66,0.35
67,0.0
68,0.35
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,2.47
77,0.0
78,1.06
