pickupArea,Percentage
1,0.65
2,0.16
3,0.87
4,0.23
5,0.04
6,1.0
7,0.48
8,9.12
9,0.02
10,0.02
11,0.02
12,0.01
13,0.04
14,0.04
15,0.03
16,0.11
17,0.02
18,0.11
19,0.09
20,0.05
21,0.06
22,0.25
23,0.7
24,0.69
25,0.96
26,0.27
27,0.63
28,15.8
29,1.41
30,0.32
31,0.35
32,12.74
33,3.17
34,0.92
35,1.75
36,0.59
37,0.6
38,1.57
39,1.66
40,0.71
41,3.64
42,1.74
43,2.36
44,5.4
45,0.74
46,0.52
47,0.76
48,1.21
49,1.75
50,0.43
51,0.61
52,0.06
53,1.22
54,0.17
55,0.17
56,2.49
57,0.08
58,0.06
59,0.03
60,0.36
61,0.6
62,0.07
63,0.09
64,0.05
65,0.09
66,0.3
67,0.54
68,1.24
69,2.37
70,0.35
71,2.01
72,0.22
73,0.96
74,0.1
75,0.75
76,1.75
77,0.71
78,5.73
